INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT							
8255	99	2200	JD_RideHeader7_3							0	0	0	1	0		ToÕ KÜ: Ám Viêm Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8256	99	2200	JD_RideHeader7_3							0	0	0	1	0		ToÕ KÜ: Ám Viêm Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÑþ¹â¿ªÃ÷ÊÞ																											
8257	99	2200	JD_RideHeader7_4							0	0	0	1	0		ToÕ KÜ: Dao Quang Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8258	99	2200	JD_RideHeader7_4							0	0	0	1	0		ToÕ KÜ: Dao Quang Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8259	99	2200	JD_RideHeader7_4							0	0	0	1	0		ToÕ KÜ: Dao Quang Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8260	99	2200	JD_RideHeader7_4							0	0	0	1	0		ToÕ KÜ: Dao Quang Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8261	99	2200	JD_RideHeader7_4							0	0	0	1	0		ToÕ KÜ: Dao Quang Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8262	99	2200	JD_RideHeader7_4							0	0	0	1	0		ToÕ KÜ: Dao Quang Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8263	99	2200	JD_RideHeader7_4							0	0	0	1	0		ToÕ KÜ: Dao Quang Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8264	99	2200	JD_RideHeader7_4							0	0	0	1	0		ToÕ KÜ: Dao Quang Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÐÇºçÔÆÖÛ																											
8265	99	2200	JD_RideHeader7_5							0	0	0	1	0		ToÕ KÜ: Tinh H°ng Vân Châu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8266	99	2200	JD_RideHeader7_5							0	0	0	1	0		ToÕ KÜ: Tinh H°ng Vân Châu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8267	99	2200	JD_RideHeader7_5							0	0	0	1	0		ToÕ KÜ: Tinh H°ng Vân Châu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8268	99	2200	JD_RideHeader7_5							0	0	0	1	0		ToÕ KÜ: Tinh H°ng Vân Châu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8269	99	2200	JD_RideHeader7_5							0	0	0	1	0		ToÕ KÜ: Tinh H°ng Vân Châu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8270	99	2200	JD_RideHeader7_5							0	0	0	1	0		ToÕ KÜ: Tinh H°ng Vân Châu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8271	99	2200	JD_RideHeader7_5							0	0	0	1	0		ToÕ KÜ: Tinh H°ng Vân Châu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8272	99	2200	JD_RideHeader7_5							0	0	0	1	0		ToÕ KÜ: Tinh H°ng Vân Châu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º°µÑ×Ú¤Ê¨																											
8273	99	2200	JD_RideHeader7_6							0	0	0	1	0		ToÕ KÜ: Ám Viêm Minh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8274	99	2200	JD_RideHeader7_6							0	0	0	1	0		ToÕ KÜ: Ám Viêm Minh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8275	99	2200	JD_RideHeader7_6							0	0	0	1	0		ToÕ KÜ: Ám Viêm Minh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8276	99	2200	JD_RideHeader7_6							0	0	0	1	0		ToÕ KÜ: Ám Viêm Minh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8277	99	2200	JD_RideHeader7_6							0	0	0	1	0		ToÕ KÜ: Ám Viêm Minh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8278	99	2200	JD_RideHeader7_6							0	0	0	1	0		ToÕ KÜ: Ám Viêm Minh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8279	99	2200	JD_RideHeader7_6							0	0	0	1	0		ToÕ KÜ: Ám Viêm Minh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8280	99	2200	JD_RideHeader7_6							0	0	0	1	0		ToÕ KÜ: Ám Viêm Minh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÐé¿ÕÐÜ»ê																											
8281	99	2200	JD_RideHeader7_8							0	0	0	1	0		ToÕ KÜ: Hß Không Hùng H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8282	99	2200	JD_RideHeader7_8							0	0	0	1	0		ToÕ KÜ: Hß Không Hùng H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8283	99	2200	JD_RideHeader7_8							0	0	0	1	0		ToÕ KÜ: Hß Không Hùng H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8284	99	2200	JD_RideHeader7_8							0	0	0	1	0		ToÕ KÜ: Hß Không Hùng H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8285	99	2200	JD_RideHeader7_8							0	0	0	1	0		ToÕ KÜ: Hß Không Hùng H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8286	99	2200	JD_RideHeader7_8							0	0	0	1	0		ToÕ KÜ: Hß Không Hùng H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8287	99	2200	JD_RideHeader7_8							0	0	0	1	0		ToÕ KÜ: Hß Không Hùng H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8288	99	2200	JD_RideHeader7_8							0	0	0	1	0		ToÕ KÜ: Hß Không Hùng H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÏéÔÆº×																											
8289	99	2200	JD_RideHeader7_7							0	0	0	1	0		ToÕ KÜ: Tß¶ng Vân HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8290	99	2200	JD_RideHeader7_7							0	0	0	1	0		ToÕ KÜ: Tß¶ng Vân HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8291	99	2200	JD_RideHeader7_7							0	0	0	1	0		ToÕ KÜ: Tß¶ng Vân HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8292	99	2200	JD_RideHeader7_7							0	0	0	1	0		ToÕ KÜ: Tß¶ng Vân HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8293	99	2200	JD_RideHeader7_7							0	0	0	1	0		ToÕ KÜ: Tß¶ng Vân HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8294	99	2200	JD_RideHeader7_7							0	0	0	1	0		ToÕ KÜ: Tß¶ng Vân HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8295	99	2200	JD_RideHeader7_7							0	0	0	1	0		ToÕ KÜ: Tß¶ng Vân HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8296	99	2200	JD_RideHeader7_7							0	0	0	1	0		ToÕ KÜ: Tß¶ng Vân HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º½ðÇ®±ª																											
8297	99	2200	JD_RideHeader7_9							0	0	0	1	0		ToÕ KÜ: Kim Ti«n Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8298	99	2200	JD_RideHeader7_9							0	0	0	1	0		ToÕ KÜ: Kim Ti«n Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8299	99	2200	JD_RideHeader7_9							0	0	0	1	0		ToÕ KÜ: Kim Ti«n Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8300	99	2200	JD_RideHeader7_9							0	0	0	1	0		ToÕ KÜ: Kim Ti«n Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8301	99	2200	JD_RideHeader7_9							0	0	0	1	0		ToÕ KÜ: Kim Ti«n Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8302	99	2200	JD_RideHeader7_9							0	0	0	1	0		ToÕ KÜ: Kim Ti«n Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8303	99	2200	JD_RideHeader7_9							0	0	0	1	0		ToÕ KÜ: Kim Ti«n Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8304	99	2200	JD_RideHeader7_9							0	0	0	1	0		ToÕ KÜ: Kim Ti«n Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÔÆÑ©±ª																											
8305	99	2200	JD_RideHeader7_10							0	0	0	1	0		ToÕ KÜ: Vân Tuyªt Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8306	99	2200	JD_RideHeader7_10							0	0	0	1	0		ToÕ KÜ: Vân Tuyªt Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8307	99	2200	JD_RideHeader7_10							0	0	0	1	0		ToÕ KÜ: Vân Tuyªt Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8308	99	2200	JD_RideHeader7_10							0	0	0	1	0		ToÕ KÜ: Vân Tuyªt Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8309	99	2200	JD_RideHeader7_10							0	0	0	1	0		ToÕ KÜ: Vân Tuyªt Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8310	99	2200	JD_RideHeader7_10							0	0	0	1	0		ToÕ KÜ: Vân Tuyªt Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8311	99	2200	JD_RideHeader7_10							0	0	0	1	0		ToÕ KÜ: Vân Tuyªt Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8312	99	2200	JD_RideHeader7_10							0	0	0	1	0		ToÕ KÜ: Vân Tuyªt Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÓÄÚ¤±ª																											
8313	99	2200	JD_RideHeader7_11							0	0	0	1	0		ToÕ KÜ: U Minh Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8314	99	2200	JD_RideHeader7_11							0	0	0	1	0		ToÕ KÜ: U Minh Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8315	99	2200	JD_RideHeader7_11							0	0	0	1	0		ToÕ KÜ: U Minh Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8316	99	2200	JD_RideHeader7_11							0	0	0	1	0		ToÕ KÜ: U Minh Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8317	99	2200	JD_RideHeader7_11							0	0	0	1	0		ToÕ KÜ: U Minh Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8318	99	2200	JD_RideHeader7_11							0	0	0	1	0		ToÕ KÜ: U Minh Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8319	99	2200	JD_RideHeader7_11							0	0	0	1	0		ToÕ KÜ: U Minh Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8320	99	2200	JD_RideHeader7_11							0	0	0	1	0		ToÕ KÜ: U Minh Báo. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÓ¦Áú»Ã»ê																											
8321	99	2200	JD_RideHeader7_13							0	0	0	1	0		ToÕ KÜ: ¿ng Long Hoan H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8322	99	2200	JD_RideHeader7_13							0	0	0	1	0		ToÕ KÜ: ¿ng Long Hoan H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8323	99	2200	JD_RideHeader7_13							0	0	0	1	0		ToÕ KÜ: ¿ng Long Hoan H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8324	99	2200	JD_RideHeader7_13							0	0	0	1	0		ToÕ KÜ: ¿ng Long Hoan H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8325	99	2200	JD_RideHeader7_13							0	0	0	1	0		ToÕ KÜ: ¿ng Long Hoan H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8326	99	2200	JD_RideHeader7_13							0	0	0	1	0		ToÕ KÜ: ¿ng Long Hoan H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8327	99	2200	JD_RideHeader7_13							0	0	0	1	0		ToÕ KÜ: ¿ng Long Hoan H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8328	99	2200	JD_RideHeader7_13							0	0	0	1	0		ToÕ KÜ: ¿ng Long Hoan H°n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÑ×Óð																											
8329	99	2200	JD_RideHeader7_12							0	0	0	1	0		ToÕ KÜ: Viêm Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8330	99	2200	JD_RideHeader7_12							0	0	0	1	0		ToÕ KÜ: Viêm Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8331	99	2200	JD_RideHeader7_12							0	0	0	1	0		ToÕ KÜ: Viêm Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8332	99	2200	JD_RideHeader7_12							0	0	0	1	0		ToÕ KÜ: Viêm Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8333	99	2200	JD_RideHeader7_12							0	0	0	1	0		ToÕ KÜ: Viêm Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8334	99	2200	JD_RideHeader7_12							0	0	0	1	0		ToÕ KÜ: Viêm Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8335	99	2200	JD_RideHeader7_12							0	0	0	1	0		ToÕ KÜ: Viêm Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8336	99	2200	JD_RideHeader7_12							0	0	0	1	0		ToÕ KÜ: Viêm Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ººÚÃµ¹å																											
8337	99	2200	JD_RideHeader7_14							0	0	0	1	0		ToÕ KÜ: H¡c Mai Quª. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8338	99	2200	JD_RideHeader7_14							0	0	0	1	0		ToÕ KÜ: H¡c Mai Quª. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8339	99	2200	JD_RideHeader7_14							0	0	0	1	0		ToÕ KÜ: H¡c Mai Quª. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8340	99	2200	JD_RideHeader7_14							0	0	0	1	0		ToÕ KÜ: H¡c Mai Quª. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8341	99	2200	JD_RideHeader7_14							0	0	0	1	0		ToÕ KÜ: H¡c Mai Quª. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8342	99	2200	JD_RideHeader7_14							0	0	0	1	0		ToÕ KÜ: H¡c Mai Quª. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8343	99	2200	JD_RideHeader7_14							0	0	0	1	0		ToÕ KÜ: H¡c Mai Quª. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8344	99	2200	JD_RideHeader7_14							0	0	0	1	0		ToÕ KÜ: H¡c Mai Quª. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÈÞÑ©ÉñÅ£																											
8345	99	2200	JD_RideHeader7_15							0	0	0	1	0		ToÕ KÜ: Nhung Tuyªt Th¥n Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8346	99	2200	JD_RideHeader7_15							0	0	0	1	0		ToÕ KÜ: Nhung Tuyªt Th¥n Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8347	99	2200	JD_RideHeader7_15							0	0	0	1	0		ToÕ KÜ: Nhung Tuyªt Th¥n Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8348	99	2200	JD_RideHeader7_15							0	0	0	1	0		ToÕ KÜ: Nhung Tuyªt Th¥n Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8349	99	2200	JD_RideHeader7_15							0	0	0	1	0		ToÕ KÜ: Nhung Tuyªt Th¥n Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8350	99	2200	JD_RideHeader7_15							0	0	0	1	0		ToÕ KÜ: Nhung Tuyªt Th¥n Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8351	99	2200	JD_RideHeader7_15							0	0	0	1	0		ToÕ KÜ: Nhung Tuyªt Th¥n Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8352	99	2200	JD_RideHeader7_15							0	0	0	1	0		ToÕ KÜ: Nhung Tuyªt Th¥n Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º²×º£Áú¾Ô																											
8353	99	2200	JD_RideHeader8_1							0	0	0	1	0		ToÕ KÜ: Thß½ng Häi Long Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8354	99	2200	JD_RideHeader8_1							0	0	0	1	0		ToÕ KÜ: Thß½ng Häi Long Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8355	99	2200	JD_RideHeader8_1							0	0	0	1	0		ToÕ KÜ: Thß½ng Häi Long Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8356	99	2200	JD_RideHeader8_1							0	0	0	1	0		ToÕ KÜ: Thß½ng Häi Long Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8357	99	2200	JD_RideHeader8_1							0	0	0	1	0		ToÕ KÜ: Thß½ng Häi Long Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8358	99	2200	JD_RideHeader8_1							0	0	0	1	0		ToÕ KÜ: Thß½ng Häi Long Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8359	99	2200	JD_RideHeader8_1							0	0	0	1	0		ToÕ KÜ: Thß½ng Häi Long Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8360	99	2200	JD_RideHeader8_1							0	0	0	1	0		ToÕ KÜ: Thß½ng Häi Long Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º°Ù±ä½ð¸Õ																											
8361	99	2200	JD_RideHeader8_2							0	0	0	1	0		ToÕ KÜ: Bách Biªn Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8362	99	2200	JD_RideHeader8_2							0	0	0	1	0		ToÕ KÜ: Bách Biªn Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8363	99	2200	JD_RideHeader8_2							0	0	0	1	0		ToÕ KÜ: Bách Biªn Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8364	99	2200	JD_RideHeader8_2							0	0	0	1	0		ToÕ KÜ: Bách Biªn Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8365	99	2200	JD_RideHeader8_2							0	0	0	1	0		ToÕ KÜ: Bách Biªn Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8366	99	2200	JD_RideHeader8_2							0	0	0	1	0		ToÕ KÜ: Bách Biªn Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8367	99	2200	JD_RideHeader8_2							0	0	0	1	0		ToÕ KÜ: Bách Biªn Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8368	99	2200	JD_RideHeader8_2							0	0	0	1	0		ToÕ KÜ: Bách Biªn Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º¶¹¶¹Ñ©ÇÁ																											
