INT	STRING	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	STRING
1403	Huy«n Âm Hµi Võ	0	1	0	0811-1900	0811-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1404	Huy«n Âm Hµi Võ	0	1	0	0824-1900	0824-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1405	Huy«n Âm Hµi Võ	0	1	0	0825-1900	0825-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1406	Huy«n Âm Hµi Võ	0	1	0	0907-1900	0907-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1407	Huy«n Âm Hµi Võ	0	1	0	0908-1900	0908-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1408	Huy«n Âm Hµi Võ	0	1	0	0921-1900	0921-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1409	Huy«n Âm Hµi Võ	0	1	0	0922-1900	0922-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1410	Huy«n Âm Hµi Võ	0	1	0	1005-1900	1005-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1411	Huy«n Âm Hµi Võ	0	1	0	1006-1900	1006-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1412	Huy«n Âm Hµi Võ	0	1	0	1019-1900	1019-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1413	Huy«n Âm Hµi Võ	0	1	0	1020-1900	1020-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1414	Huy«n Âm Hµi Võ	0	1	0	1102-1900	1102-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1415	Huy«n Âm Hµi Võ	0	1	0	1103-1900	1103-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1416	Huy«n Âm Hµi Võ	0	1	0	1116-1900	1116-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1417	Huy«n Âm Hµi Võ	0	1	0	1117-1900	1117-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1418	Huy«n Âm Hµi Võ	0	1	0	1130-1900	1130-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1419	Huy«n Âm Hµi Võ	0	1	0	1201-1900	1201-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1420	Huy«n Âm Hµi Võ	0	1	0	1214-1900	1214-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1421	Huy«n Âm Hµi Võ	0	1	0	1215-1900	1215-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1422	Huy«n Âm Hµi Võ	0	1	0	1228-1900	1228-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1423	Huy«n Âm Hµi Võ	0	1	0	1229-1900	1229-2330	#c00850EhoÕt ğµng Chu#c333333Ğích#c00850EChu Løc#c333333, #c00850EChu Nh§t 19Th¶i#c333333Chí#c00850E23Th¶i 30Phân#c333333Khä ği trß¾c#c00850ELÕc Dß½ng(59, 41)#cAD3ED5Vß½ng Ngæ Yên#c333333XØ tham gia#cFF9A00Huy«n Âm Hµi Võ#c333333hoÕt ğµng.	LÕc Dß½ng(59, 41) Vß½ng Ngæ Yên		Buff14_9		60	
1424	Long Änh C± Ğáp	0	1	2	6-2000	6-2100	#c333333Long Änh Nhßşc MÕc, r°ng ngâm nhß s¤m, #c00850ENam Häi Thiên Châu#c333333Thßşng Na cao ng¤t Vu Vân Ğoan Ğích C± Ğáp, ğªn tµt cùng c¤t d¤u loÕi nào ği«m x¤u v§t? T¤t cä c¤p b§c ĞÕt#c00850E50#c333333C¤p Ğích hi®p sî, Khä Vu#c00850EM²i Chu Løc 20: 00#c333333ği trß¾c#c00850ENam Häi Thiên Châu#c333333tam ğÕi ğäo nhö, TÕi#c00850EPh°n Lâm Ğäo(142, 174)#c333333, #c00850EĞ¸a Hoä Ğäo(79, 104)#c333333, #c00850ETr¥m Nguy®t Ğäo(165, 141)#c333333g¥n ğây, thåm dò này th¥n bí Ğích#c00850ELong Änh C± Ğáp#c333333Qu¥n, tìm kiªm che d¤u trong ğó Ğích#YLOng bí m§t Bäo#c333333.	Ph°n Lâm Ğäo(142, 174), Ğ¸a Hoä Ğäo(79, 104), Tr¥m Nguy®t Ğäo(165, 141) g¥n ğây		Huodong_16_15	hdrckdb_04_2	50	
1428	Th¥n Khí Oanh Häi Hoan Vô Biên	0	1	0	0321-0000	0328-2359	#c00850E2024Niên 3Nguy®t 21Nh§t ğ±i m¾i H§u#c333333Chí#c00850E3Nguy®t 28Nh§t 24Th¶i#c333333, t¤t cä c¤p b§c ğÕt t¾i#c00850E30#c333333C¤p Ğích thiªu hi®p Khä thông qua Ği¬m Kích Chü m£t biên Ğích'#c00850ETh¥n Khí Phiên Ba#c333333'cái nút, ği trß¾c#c00850ETô Châu(193, 132)#cAD3ED5Kh¤u Chu¦n#c333333XØ nh§n nhi®m vø tham dñ hoÕt ğµng, hoàn thành Ki üy thác vi®c. HoÕt ğµng cùng s· hæu#c00850E4#c333333Cá giai ğoÕn, t×ng giai ğoÕn Ğích nhi®m vø hoàn thành H§u có th¬ luy kª hoÕt ğµng tiªn ğµ, lînh ğ¯i Ñng thß·ng cho.	Tô Châu Kh¤u Chu¦n(193, 132)				30	
1429	Huy­n Häi Giáng Th¥n	0	1	2	2-1030	2-1035	M²i#c00850EChu Nh¸#c333333, #c00850ETÑ#c333333, #c00850ELøc#c333333, #c00850ENh§t#c333333Ğích#c00850E10: 30#c333333Chí#c00850E10: 35#c333333; #c00850E13: 30#c333333Chí#c00850E13: 35#c333333, #c00850E18: 30#c333333Chí#c00850E18: 35#c333333, #c00850E22: 30#c333333Chí#c00850E22: 35#c333333#c00850ETuÏ C½ th¶i gian#c333333Nµi, #cAD3ED5Th¥n Häi huy­n thú#c333333, #cAD3ED5Thái C± tinh quái#c333333s¡p xu¤t hi®n hi®n tÕi#c00850EThanh H° äo th¸#c333333, #c00850Edung nham äo th¸#c333333, #c00850Er×ng r§m äo th¸#c333333; #cAD3ED5Thái C± tinh quái#c333333C§p#cAD3ED5th×a l®nh vua tª ti#c333333s¡p xu¤t hi®n hi®n tÕi#c00850ETr¥m Nguy®t Ğäo#c333333, #c00850EĞ¸a Hoä Ğäo#c333333Dß#c00850EPh°n Lâm Ğäo#c333333. TÕi Th¥n Quái sau khi xu¤t hi®n Ğích#c00850E30#c333333Phút Nµi ği trß¾c thäo phÕt, Tß¾ng có c½ hµi nh§n ğßşc quı hiªm thß·ng cho! M²i V¸ hi®p sî m²i ngày Khä HoÕch#c00850E3#c333333ThÑ#c00850ELi®p Sát s¯ l¥n#c333333, Tính Dß#cFF9A00huyªt chiªn Tru Tà#c333333cùng chung s¯ l¥n. #c00850ELi®p Sát s¯ l¥n#c333333không ğü Th¶i, Tß¾ng không th¬ nh§n ğßşc thß·ng cho.	Nam Häi Thiên Châu Chß Ğäo		Huodong_16_4		65	
1430	Huy­n Häi Giáng Th¥n	0	1	2	2-1330	2-1335	M²i#c00850EChu Nh¸#c333333, #c00850ETÑ#c333333, #c00850ELøc#c333333, #c00850ENh§t#c333333Ğích#c00850E10: 30#c333333Chí#c00850E10: 35#c333333; #c00850E13: 30#c333333Chí#c00850E13: 35#c333333, #c00850E18: 30#c333333Chí#c00850E18: 35#c333333, #c00850E22: 30#c333333Chí#c00850E22: 35#c333333#c00850ETuÏ C½ th¶i gian#c333333Nµi, #cAD3ED5Th¥n Häi huy­n thú#c333333, #cAD3ED5Thái C± tinh quái#c333333s¡p xu¤t hi®n hi®n tÕi#c00850EThanh H° äo th¸#c333333, #c00850Edung nham äo th¸#c333333, #c00850Er×ng r§m äo th¸#c333333; #cAD3ED5Thái C± tinh quái#c333333C§p#cAD3ED5th×a l®nh vua tª ti#c333333s¡p xu¤t hi®n hi®n tÕi#c00850ETr¥m Nguy®t Ğäo#c333333, #c00850EĞ¸a Hoä Ğäo#c333333Dß#c00850EPh°n Lâm Ğäo#c333333. TÕi Th¥n Quái sau khi xu¤t hi®n Ğích#c00850E30#c333333Phút Nµi ği trß¾c thäo phÕt, Tß¾ng có c½ hµi nh§n ğßşc quı hiªm thß·ng cho! M²i V¸ hi®p sî m²i ngày Khä HoÕch#c00850E3#c333333ThÑ#c00850ELi®p Sát s¯ l¥n#c333333, Tính Dß#cFF9A00huyªt chiªn Tru Tà#c333333cùng chung s¯ l¥n. #c00850ELi®p Sát s¯ l¥n#c333333không ğü Th¶i, Tß¾ng không th¬ nh§n ğßşc thß·ng cho.	Nam Häi Thiên Châu Chß Ğäo		Huodong_16_4		65	
1431	Huy­n Häi Giáng Th¥n	0	1	2	2-1830	2-1835	M²i#c00850EChu Nh¸#c333333, #c00850ETÑ#c333333, #c00850ELøc#c333333, #c00850ENh§t#c333333Ğích#c00850E10: 30#c333333Chí#c00850E10: 35#c333333; #c00850E13: 30#c333333Chí#c00850E13: 35#c333333, #c00850E18: 30#c333333Chí#c00850E18: 35#c333333, #c00850E22: 30#c333333Chí#c00850E22: 35#c333333#c00850ETuÏ C½ th¶i gian#c333333Nµi, #cAD3ED5Th¥n Häi huy­n thú#c333333, #cAD3ED5Thái C± tinh quái#c333333s¡p xu¤t hi®n hi®n tÕi#c00850EThanh H° äo th¸#c333333, #c00850Edung nham äo th¸#c333333, #c00850Er×ng r§m äo th¸#c333333; #cAD3ED5Thái C± tinh quái#c333333C§p#cAD3ED5th×a l®nh vua tª ti#c333333s¡p xu¤t hi®n hi®n tÕi#c00850ETr¥m Nguy®t Ğäo#c333333, #c00850EĞ¸a Hoä Ğäo#c333333Dß#c00850EPh°n Lâm Ğäo#c333333. TÕi Th¥n Quái sau khi xu¤t hi®n Ğích#c00850E30#c333333Phút Nµi ği trß¾c thäo phÕt, Tß¾ng có c½ hµi nh§n ğßşc quı hiªm thß·ng cho! M²i V¸ hi®p sî m²i ngày Khä HoÕch#c00850E3#c333333ThÑ#c00850ELi®p Sát s¯ l¥n#c333333, Tính Dß#cFF9A00huyªt chiªn Tru Tà#c333333cùng chung s¯ l¥n. #c00850ELi®p Sát s¯ l¥n#c333333không ğü Th¶i, Tß¾ng không th¬ nh§n ğßşc thß·ng cho.	Nam Häi Thiên Châu Chß Ğäo		Huodong_16_4		65	
1432	Huy­n Häi Giáng Th¥n	0	1	2	2-2230	2-2235	M²i#c00850EChu Nh¸#c333333, #c00850ETÑ#c333333, #c00850ELøc#c333333, #c00850ENh§t#c333333Ğích#c00850E10: 30#c333333Chí#c00850E10: 35#c333333; #c00850E13: 30#c333333Chí#c00850E13: 35#c333333, #c00850E18: 30#c333333Chí#c00850E18: 35#c333333, #c00850E22: 30#c333333Chí#c00850E22: 35#c333333#c00850ETuÏ C½ th¶i gian#c333333Nµi, #cAD3ED5Th¥n Häi huy­n thú#c333333, #cAD3ED5Thái C± tinh quái#c333333s¡p xu¤t hi®n hi®n tÕi#c00850EThanh H° äo th¸#c333333, #c00850Edung nham äo th¸#c333333, #c00850Er×ng r§m äo th¸#c333333; #cAD3ED5Thái C± tinh quái#c333333C§p#cAD3ED5th×a l®nh vua tª ti#c333333s¡p xu¤t hi®n hi®n tÕi#c00850ETr¥m Nguy®t Ğäo#c333333, #c00850EĞ¸a Hoä Ğäo#c333333Dß#c00850EPh°n Lâm Ğäo#c333333. TÕi Th¥n Quái sau khi xu¤t hi®n Ğích#c00850E30#c333333Phút Nµi ği trß¾c thäo phÕt, Tß¾ng có c½ hµi nh§n ğßşc quı hiªm thß·ng cho! M²i V¸ hi®p sî m²i ngày Khä HoÕch#c00850E3#c333333ThÑ#c00850ELi®p Sát s¯ l¥n#c333333, Tính Dß#cFF9A00huyªt chiªn Tru Tà#c333333cùng chung s¯ l¥n. #c00850ELi®p Sát s¯ l¥n#c333333không ğü Th¶i, Tß¾ng không th¬ nh§n ğßşc thß·ng cho.	Nam Häi Thiên Châu Chß Ğäo		Huodong_16_4		65	
1435	Thi«u Cänh nåm xßa	0	1	0	0418-0000	0501-2359	#c00850E2024Niên 4Nguy®t 18Nh§t ğ±i m¾i H§u#c333333Chí#c00850E2024Niên 5Nguy®t 1Nh§t 24Th¶i#c333333hoÕt ğµng trong lúc, c¤p b§c ğÕt t¾i#c00850E30#c333333C¤p Ğích thiªu hi®p Khä ği trß¾c#c00850ELÕc Dß½ng(163, 112)#cAD3ED5Chu HÕ Long#c333333XØ m· ra#c00850EThí Mµng Xuân Thu#c333333, hoàn thành có th¬ nh§n ğßşc tinh mÛ thß·ng cho.	LÕc Dß½ng Chu HÕ Long(163, 112)		CircularTaskTool138_14		30	
1436	Ğ°ng HÕ dâng t£ng l­ v§t	0	1	0	0508-0000	0510-2359	#c333333c¤p b§c#c00850E=50#c333333C¤p, sinh ğµng Tr¸ ğÕt t¾i chï ğ¸nh tr¸ s¯ Ğích ngß¶i ch½i Vu B±n Nh§t#c00850E21Ği¬m#c333333Chí#c00850E24Ği¬m#c333333Khä TÕi Chü m£t biên phía trên Ği¬m Kích#c00850EĞ°ng HÕ dâng t£ng l­ v§t#c333333cái nút, tham dñ Tr×u Tß·ng TÑc có c½ hµi nh§n ğßşc#c00850EHi Thª ToÕ KÜ: Phi Hoàng Vû Dñc#c333333ĞÆng Häo L­.	Chü m£t biên Hæu phía trên Ğ°ng HÕ dâng t£ng l­ v§t cái nút		Huodong_17_2		50	
1441	Kiªm Quyªt mây bay ngàn d§m KhÑ	0	1	0	0321-0000	0328-2359	#c00850E2024Niên 6Nguy®t 13Nh§t ğ±i m¾i H§u#c333333Chí#c00850E6Nguy®t 20Nh§t 24Th¶i#c333333, t¤t cä c¤p b§c ğÕt t¾i#c00850E30#c333333C¤p Ğích thiªu hi®p Khä thông qua Ği¬m Kích Chü m£t biên Ğích'#c00850EKiªm Quyªt mây bay#c333333'cái nút, ği trß¾c#c00850ETô Châu(149, 208)#cAD3ED5Bách Hi¬u Sanh#c333333XØ nh§n nhi®m vø tham dñ hoÕt ğµng, hoàn thành Ki üy thác vi®c. HoÕt ğµng Cµng chia làm#c00850E4#c333333Cá giai ğoÕn, M²i hoàn thành mµt cái nhi®m vø có th¬ luy kª#c00850E1#cAD3ED5Ği¬m#c00850Enhi®m vø tiªn ğµ#cAD3ED5, lînh ğ¯i Ñng thß·ng cho.	Tô Châu Bách Hi¬u Sanh(149, 208)		Huodong_17_5		30	
1447	Huy­n Häi Giáng Th¥n·Tru Tà	0	1	2	1-1830	1-1930	#c333333Nguy Tri®u Nam Kh·i, Thïnh Chu Yêu H¯i! M²i#c00850EChu Nh¤t#c333333, #c00850EChu Tam#c333333, #c00850EChu Ngû#c333333, t¤t cä c¤p b§c ĞÕt#c00850E50#c333333C¤p Ğích hi®p sî, Nhçm Khä#c00850EThi«n Nhân#c333333Ho£c#c00850Et± ğµi#c333333Do#c00850EPh°n Lâm C± Ğáp#c333333, #c00850ETr¥m Nguy®t C± Ğáp#c333333, #c00850EĞ¸a Hoä C± Ğáp#c333333Ho£c#c00850EToä Long C± Ğáp#cAD3ED5thü v®#c333333XØ, tham dñ#cFF9A00Huy­n Häi Giáng Th¥n·Tru Tà#c333333hoÕt ğµng. Dß chÑa nhi«u hào hi®p Cµng Phó C± Ğáp, Tr¤n Sát Tru Tà, HoÕch kinh hï thß·ng cho!	Toä Long C± Ğáp thü v®		CircularTaskTool139_15		50	
1448	Huy­n Häi Giáng Th¥n·Tru Tà	0	1	2	3-1830	3-1930	#c333333Nguy Tri®u Nam Kh·i, Thïnh Chu Yêu H¯i! M²i#c00850EChu Nh¤t#c333333, #c00850EChu Tam#c333333, #c00850EChu Ngû#c333333, t¤t cä c¤p b§c ĞÕt#c00850E50#c333333C¤p Ğích hi®p sî, Nhçm Khä#c00850EThi«n Nhân#c333333Ho£c#c00850Et± ğµi#c333333Do#c00850EPh°n Lâm C± Ğáp#c333333, #c00850ETr¥m Nguy®t C± Ğáp#c333333, #c00850EĞ¸a Hoä C± Ğáp#c333333Ho£c#c00850EToä Long C± Ğáp#cAD3ED5thü v®#c333333XØ, tham dñ#cFF9A00Huy­n Häi Giáng Th¥n·Tru Tà#c333333hoÕt ğµng. Dß chÑa nhi«u hào hi®p Cµng Phó C± Ğáp, Tr¤n Sát Tru Tà, HoÕch kinh hï thß·ng cho!	Toä Long C± Ğáp thü v®		CircularTaskTool139_15		50	
1449	Huy­n Häi Giáng Th¥n·Tru Tà	0	1	2	5-1830	5-1930	#c333333Nguy Tri®u Nam Kh·i, Thïnh Chu Yêu H¯i! M²i#c00850EChu Nh¤t#c333333, #c00850EChu Tam#c333333, #c00850EChu Ngû#c333333, t¤t cä c¤p b§c ĞÕt#c00850E50#c333333C¤p Ğích hi®p sî, Nhçm Khä#c00850EThi«n Nhân#c333333Ho£c#c00850Et± ğµi#c333333Do#c00850EPh°n Lâm C± Ğáp#c333333, #c00850ETr¥m Nguy®t C± Ğáp#c333333, #c00850EĞ¸a Hoä C± Ğáp#c333333Ho£c#c00850EToä Long C± Ğáp#cAD3ED5thü v®#c333333XØ, tham dñ#cFF9A00Huy­n Häi Giáng Th¥n·Tru Tà#c333333hoÕt ğµng. Dß chÑa nhi«u hào hi®p Cµng Phó C± Ğáp, Tr¤n Sát Tru Tà, HoÕch kinh hï thß·ng cho!	Toä Long C± Ğáp thü v®		CircularTaskTool139_15		50	
1452	Huy­n Häi Giáng Th¥n	0	1	2	4-1030	4-1035	M²i#c00850EChu Nh¸#c333333, #c00850ETÑ#c333333, #c00850ELøc#c333333, #c00850ENh§t#c333333Ğích#c00850E10: 30#c333333Chí#c00850E10: 35#c333333; #c00850E13: 30#c333333Chí#c00850E13: 35#c333333, #c00850E18: 30#c333333Chí#c00850E18: 35#c333333, #c00850E22: 30#c333333Chí#c00850E22: 35#c333333#c00850ETuÏ C½ th¶i gian#c333333Nµi, #cAD3ED5Th¥n Häi huy­n thú#c333333, #cAD3ED5Thái C± tinh quái#c333333s¡p xu¤t hi®n hi®n tÕi#c00850EThanh H° äo th¸#c333333, #c00850Edung nham äo th¸#c333333, #c00850Er×ng r§m äo th¸#c333333; #cAD3ED5Thái C± tinh quái#c333333C§p#cAD3ED5th×a l®nh vua tª ti#c333333s¡p xu¤t hi®n hi®n tÕi#c00850ETr¥m Nguy®t Ğäo#c333333, #c00850EĞ¸a Hoä Ğäo#c333333Dß#c00850EPh°n Lâm Ğäo#c333333. TÕi Th¥n Quái sau khi xu¤t hi®n Ğích#c00850E30#c333333Phút Nµi ği trß¾c thäo phÕt, Tß¾ng có c½ hµi nh§n ğßşc quı hiªm thß·ng cho! M²i V¸ hi®p sî m²i ngày Khä HoÕch#c00850E3#c333333ThÑ#c00850ELi®p Sát s¯ l¥n#c333333, Tính Dß#cFF9A00huyªt chiªn Tru Tà#c333333cùng chung s¯ l¥n. #c00850ELi®p Sát s¯ l¥n#c333333không ğü Th¶i, Tß¾ng không th¬ nh§n ğßşc thß·ng cho.	Nam Häi Thiên Châu Chß Ğäo		Huodong_16_4		65	
