INT	INT	STRING	STRING	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT
1435	4	0418-0000	0501-2359	0	0	韶景流年	洛阳周贺龙（163,112）		CircularTaskTool138_14	    #G4月18日更新后#W至#G5月1日24时#W前，等级达到#G30#W级的少侠即可前往#G洛阳#{_INFOAIM163,112,0,周贺龙}#R周贺龙#W处开启#G试梦春秋#W，完成即可获得丰厚奖励。	1	前往#G洛阳#{_INFOAIM163,112,0,周贺龙}#R周贺龙#W处参与活动。	30
1436	4	0508-0000	0510-2359	0	0	同贺献礼	主界面上方快捷按钮-同贺献礼		Huodong_17_2	    #W等级≥#G50#W级，活跃值达到#G指定数值#W的玩家于本日#G21点#W至#G24点#W可在主界面上方点击#G同贺献礼#W按钮，参与抽奖即有机会获得#G稀世坐骑：飞凰羽翼#W等好礼。	0	请点击主界面右上方同贺献礼按钮参与此活动。	50
1441	4	0613-0000	0620-2359	0	0	剑决浮云千里去	苏州百晓生（149,208）		Huodong_17_5	    #G2024年6月13日更新后#W至#G6月20日24时#W，所有等级达到#G30#W级的少侠可通过点击主界面的“#G剑决浮云#W”按钮，前往#G苏州#{_INFOAIM149,208,1,百晓生}#R百晓生#W处接取任务参与活动，完成其委托之事。活动共分为#G4#W个阶段，每完成一个任务即可累计#G1#W点#Y任务进度#W，领取对应奖励。	1	点击主界面按钮#G剑决浮云#W即可参加活动	30
1447	2	1-1830	1-1930	0	0	幻海降蜃·诛邪	锁龙古塔守卫		CircularTaskTool139_15	    危兆南起，请诛妖晦！每#G周一#W、#G周三#W、#G周五#W，所有等级达#G50#W级的侠士，您可#G单人#W或#G组队#W由#G繁林古塔#W、#G沉月古塔#W、#G地火古塔#W或#G锁龙古塔#R守卫#W处，参与#Y幻海降蜃·诛邪#W活动。与诸多豪侠共赴龙塔，镇煞诛邪，获惊喜奖励！	0	由#G锁龙古塔守卫#W进入	50
1448	2	3-1830	3-1930	0	0	幻海降蜃·诛邪	锁龙古塔守卫		CircularTaskTool139_15	    危兆南起，请诛妖晦！每#G周一#W、#G周三#W、#G周五#W，所有等级达#G50#W级的侠士，您可#G单人#W或#G组队#W由#G繁林古塔#W、#G沉月古塔#W、#G地火古塔#W或#G锁龙古塔#R守卫#W处，参与#Y幻海降蜃·诛邪#W活动。与诸多豪侠共赴龙塔，镇煞诛邪，获惊喜奖励！	0	由#G锁龙古塔守卫#W进入	50
1449	2	5-1830	5-1930	0	0	幻海降蜃·诛邪	锁龙古塔守卫		CircularTaskTool139_15	    危兆南起，请诛妖晦！每#G周一#W、#G周三#W、#G周五#W，所有等级达#G50#W级的侠士，您可#G单人#W或#G组队#W由#G繁林古塔#W、#G沉月古塔#W、#G地火古塔#W或#G锁龙古塔#R守卫#W处，参与#Y幻海降蜃·诛邪#W活动。与诸多豪侠共赴龙塔，镇煞诛邪，获惊喜奖励！	0	由#G锁龙古塔守卫#W进入	50
1452	2	4-1030	4-1035	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周二#W、#G四#W、#G六#W、#G日#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W、#G22:30#W至#G22:35#W#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1453	2	4-1330	4-1335	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1454	2	4-1830	4-1835	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1455	2	4-2230	4-2235	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1456	2	6-1030	6-1035	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周二#W、#G四#W、#G六#W、#G日#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W、#G22:30#W至#G22:35#W#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1457	2	6-1330	6-1335	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1458	2	6-1830	6-1835	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1459	2	6-2230	6-2235	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1460	2	0-1030	0-1035	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周二#W、#G四#W、#G六#W、#G日#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W、#G22:30#W至#G22:35#W#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1461	2	0-1330	0-1335	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1462	2	0-1830	0-1835	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1463	2	0-2230	0-2235	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1464	2	1-1030	1-1035	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周一#W、#G三#W、#G五#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1465	2	1-1330	1-1335	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周一#W、#G三#W、#G五#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1466	2	1-2230	1-2235	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周一#W、#G三#W、#G五#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1467	2	3-1030	3-1035	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周一#W、#G三#W、#G五#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1468	2	3-1330	3-1335	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周一#W、#G三#W、#G五#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1469	2	3-2230	3-2235	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周一#W、#G三#W、#G五#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1470	2	5-1030	5-1035	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周一#W、#G三#W、#G五#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1471	2	5-1330	5-1335	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周一#W、#G三#W、#G五#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1472	2	5-2230	5-2235	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周一#W、#G三#W、#G五#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1473	2	1-1830	1-1835	0	0	幻海降蜃	清湖蜃景、熔岩蜃景、密林蜃景 		Huodong_16_4	    #Y血战·幻海降蜃#W开启！每#G周一#W、#G三#W、#G五#W的#G18:30#W至#G18:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖#W、#G熔岩#W、#G密林#W蜃景，在蜃怪出现后的#G30#W分钟内讨伐，将有机会珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G三大蜃景#W参与活动	65
1474	2	3-1830	3-1835	0	0	幻海降蜃	清湖蜃景、熔岩蜃景、密林蜃景 		Huodong_16_4	    #Y血战·幻海降蜃#W开启！每#G周一#W、#G三#W、#G五#W的#G18:30#W至#G18:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖#W、#G熔岩#W、#G密林#W蜃景，在蜃怪出现后的#G30#W分钟内讨伐，将有机会珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G三大蜃景#W参与活动	65
1475	2	5-1830	5-1835	0	0	幻海降蜃	清湖蜃景、熔岩蜃景、密林蜃景 		Huodong_16_4	    #Y血战·幻海降蜃#W开启！每#G周一#W、#G三#W、#G五#W的#G18:30#W至#G18:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖#W、#G熔岩#W、#G密林#W蜃景，在蜃怪出现后的#G30#W分钟内讨伐，将有机会珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G三大蜃景#W参与活动	65
1476	2	0-1620	0-1700	0	0	剑会群雄	大理周叔彬、苏州周仲青、洛阳周尚		Huodong_13_9	    #Y剑会群雄#W新赛季期间，所有等级满#G60#W级的侠士，可前往#G大理#{_INFOAIM97,209,2,周叔彬}#R周叔彬#W、#G苏州#{_INFOAIM193,133,1,周仲青}#R周仲青#W、#G洛阳#{_INFOAIM166,108,0,周尚}#R周尚#W处，组建战队并与同战队成员组成#G6#W人队伍参加#Y剑会群雄#W。	0	在#G大理#{_INFOAIM97,209,2,周叔彬}#R周叔彬#W、#G苏州#{_INFOAIM193,133,1,周仲青}#R周仲青#W、#G洛阳#{_INFOAIM166,108,0,周尚}#R周尚#W处，参加#Y剑会群雄#W。	60
1488	4	1017-0000	1106-2359	0	0	炽热庆典花车喧	洛阳（155，112）龙小妹		Huodong_17_16	    #G2024年10月17日更新后#W至#G2024年11月6日24时#W，所有等级达到#G30#W级的少侠可前往#G洛阳#{_INFOAIM155,112,0,龙小妹}#R龙小妹#W处参与活动。少侠每日领取任务：#Y炽热庆典花车喧#W后，通过击败指定副本的#R最终BOSS#W收集#Y涧山石液#W交予龙小妹即可获得奖励。 	1	在#G洛阳#{_INFOAIM155,112,0,龙小妹}#R龙小妹#W处参加活动	30
