INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
471	70504048	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504049	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +1869#W; #GM®nh Trung +2411#W; #Glñc lßþng +92#W; #Ggia tång Mãnh Kích kÛ nång Ðích phóng thích tÖ l®(5Tinh sáo trang hi®u quä)#W.
472	70504050	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504051	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +965#W; #GHuyªt Thßþng HÕn +1373#W; #Glñc lßþng +37#W; #Ggia tång Phän Ch¤n kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
473	70504051	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504052	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1447#W; #GHuyªt Thßþng HÕn +2059#W; #Glñc lßþng +55#W; #Ggia tång Phän Ch¤n kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
474	70504052	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504053	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1929#W; #GHuyªt Thßþng HÕn +2745#W; #Glñc lßþng +74#W; #Ggia tång Phän Ch¤n kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
475	70504053	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504054	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2411#W; #GHuyªt Thßþng HÕn +3431#W; #Glñc lßþng +92#W; #Ggia tång Phän Ch¤n kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
476	70504055	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504056	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +965#W; #GHuyªt Thßþng HÕn +1373#W; #Glñc lßþng +37#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
477	70504056	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504057	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1447#W; #GHuyªt Thßþng HÕn +2059#W; #Glñc lßþng +55#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
478	70504057	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504058	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1929#W; #GHuyªt Thßþng HÕn +2745#W; #Glñc lßþng +74#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
479	70504058	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504059	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2411#W; #GHuyªt Thßþng HÕn +3431#W; #Glñc lßþng +92#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
480	70504060	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504061	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +748#W; #GM®nh Trung +965#W; #GLinh Khí +37#W; #GTh¯ng Kích kÛ nång phóng thích Th¶i thêm vào gia tång nµi công công kích(2Tinh sáo trang hi®u quä)#W.
481	70504061	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504062	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1122#W; #GM®nh Trung +1447#W; #GLinh Khí +55#W; #GTh¯ng Kích kÛ nång phóng thích Th¶i thêm vào gia tång nµi công công kích(3Tinh sáo trang hi®u quä)#W.
482	70504062	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504063	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1495#W; #GM®nh Trung +1929#W; #GLinh Khí +74#W; #GTh¯ng Kích kÛ nång phóng thích Th¶i thêm vào gia tång nµi công công kích(4Tinh sáo trang hi®u quä)#W.
483	70504063	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504064	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1869#W; #GM®nh Trung +2411#W; #GLinh Khí +92#W; #GTh¯ng Kích kÛ nång phóng thích Th¶i thêm vào gia tång nµi công công kích(5Tinh sáo trang hi®u quä)#W.
484	70504065	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504066	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +965#W; #GHuyªt Thßþng HÕn +1373#W; #GLinh Khí +37#W; #Ggia tång Phän Ch¤n kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
485	70504066	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504067	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1447#W; #GHuyªt Thßþng HÕn +2059#W; #GLinh Khí +55#W; #Ggia tång Phän Ch¤n kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
486	70504067	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504068	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1929#W; #GHuyªt Thßþng HÕn +2745#W; #GLinh Khí +74#W; #Ggia tång Phän Ch¤n kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
487	70504068	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504069	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2411#W; #GHuyªt Thßþng HÕn +3431#W; #GLinh Khí +92#W; #Ggia tång Phän Ch¤n kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
488	70504070	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504071	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +965#W; #GHuyªt Thßþng HÕn +1373#W; #GLinh Khí +37#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
489	70504071	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504072	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1447#W; #GHuyªt Thßþng HÕn +2059#W; #GLinh Khí +55#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
490	70504072	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504073	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1929#W; #GHuyªt Thßþng HÕn +2745#W; #GLinh Khí +74#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
491	70504073	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504074	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2411#W; #GHuyªt Thßþng HÕn +3431#W; #GLinh Khí +92#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
492	70504075	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504076	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +738#W; #Gnµi công phòng ngñ +738#W; #GHuyªt Thßþng HÕn +1373#W; #Ggia tång Trung Tâm kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
493	70504076	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504077	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1107#W; #Gnµi công phòng ngñ +1107#W; #GHuyªt Thßþng HÕn +2059#W; #Ggia tång Trung Tâm kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
494	70504077	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504078	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1476#W; #Gnµi công phòng ngñ +1476#W; #GHuyªt Thßþng HÕn +2745#W; #Ggia tång Trung Tâm kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
495	70504078	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504079	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1845#W; #Gnµi công phòng ngñ +1845#W; #GHuyªt Thßþng HÕn +3431#W; #Ggia tång Trung Tâm kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
496	70504080	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504081	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +37#W; #GM®nh Trung +965#W; #GHuyªt Thßþng HÕn +1373#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
497	70504081	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504082	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +55#W; #GM®nh Trung +1447#W; #GHuyªt Thßþng HÕn +2059#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
498	70504082	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504083	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +74#W; #GM®nh Trung +1929#W; #GHuyªt Thßþng HÕn +2745#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
499	70504083	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504084	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +92#W; #GM®nh Trung +2411#W; #GHuyªt Thßþng HÕn +3431#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
500	70504085	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504086	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +965#W; #Gthân pháp +37#W; #GHuyªt Thßþng HÕn +1373#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
501	70504086	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504087	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1447#W; #Gthân pháp +55#W; #GHuyªt Thßþng HÕn +2059#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
502	70504087	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504088	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1929#W; #Gthân pháp +74#W; #GHuyªt Thßþng HÕn +2745#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
503	70504088	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504089	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2411#W; #Gthân pháp +92#W; #GHuyªt Thßþng HÕn +3431#W; #Ggia tång H¤p Khí kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
504	70504090	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504091	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +832#W; #GM®nh Trung +1071#W; #Glñc lßþng +41#W; #Ggia tång Liên Kích kÛ nång Ðích phóng thích tÖ l®(2Tinh sáo trang hi®u quä)#W.
505	70504091	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504092	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +1248#W; #GM®nh Trung +1606#W; #Glñc lßþng +61#W; #Ggia tång Liên Kích kÛ nång Ðích phóng thích tÖ l®(3Tinh sáo trang hi®u quä)#W.
506	70504092	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504093	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +1663#W; #GM®nh Trung +2141#W; #Glñc lßþng +82#W; #Ggia tång Liên Kích kÛ nång Ðích phóng thích tÖ l®(4Tinh sáo trang hi®u quä)#W.
507	70504093	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504094	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +2079#W; #GM®nh Trung +2676#W; #Glñc lßþng +102#W; #Ggia tång Liên Kích kÛ nång Ðích phóng thích tÖ l®(5Tinh sáo trang hi®u quä)#W.
508	70504095	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504096	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #Glñc lßþng +41#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
509	70504096	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504097	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #Glñc lßþng +61#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
510	70504097	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504098	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #Glñc lßþng +82#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
511	70504098	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504099	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #Glñc lßþng +102#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
512	70504100	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504101	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #Glñc lßþng +41#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
513	70504101	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504102	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #Glñc lßþng +61#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
514	70504102	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504103	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #Glñc lßþng +82#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
515	70504103	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504104	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #Glñc lßþng +102#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
516	70504105	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504106	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +832#W; #GM®nh Trung +1071#W; #GLinh Khí +41#W; #Ggia tång Li®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú kÛ nång Ðích phóng thích tÖ l®(2Tinh sáo trang hi®u quä)#W.
517	70504106	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504107	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1248#W; #GM®nh Trung +1606#W; #GLinh Khí +61#W; #Ggia tång Li®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú kÛ nång Ðích phóng thích tÖ l®(3Tinh sáo trang hi®u quä)#W.
518	70504107	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504108	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1663#W; #GM®nh Trung +2141#W; #GLinh Khí +82#W; #Ggia tång Li®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú kÛ nång Ðích phóng thích tÖ l®(4Tinh sáo trang hi®u quä)#W.
519	70504108	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504109	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +2079#W; #GM®nh Trung +2676#W; #GLinh Khí +102#W; #Ggia tång Li®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú kÛ nång Ðích phóng thích tÖ l®(5Tinh sáo trang hi®u quä)#W.
520	70504110	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504111	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #GLinh Khí +41#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
521	70504111	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504112	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #GLinh Khí +61#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
522	70504112	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504113	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #GLinh Khí +82#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
523	70504113	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504114	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #GLinh Khí +102#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
524	70504115	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504116	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #GLinh Khí +41#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
525	70504116	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504117	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #GLinh Khí +61#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
526	70504117	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504118	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #GLinh Khí +82#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
527	70504118	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504119	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #GLinh Khí +102#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
528	70504120	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504121	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +821#W; #Gnµi công phòng ngñ +821#W; #GHuyªt Thßþng HÕn +1528#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
529	70504121	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504122	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1232#W; #Gnµi công phòng ngñ +1232#W; #GHuyªt Thßþng HÕn +2292#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
530	70504122	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504123	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1642#W; #Gnµi công phòng ngñ +1642#W; #GHuyªt Thßþng HÕn +3056#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
